Denominación,ER Referencia eroski,ER Area,ER sec,ER cat,ER subcat,ER segmento,ER Producto,ER Marca,ER Referencia eroski,ER Formato,ER Gramaje,ER Gramaje en miles,ER Unidades,ER Unidad medida,ER Origen,ER Variedad,ER Calibre,PVP tarifa eroski,PVP oferta eroski tienda,ER Precio/kg o precio/unidad,ER Precio/kg o precio/unidad oferta,ER Código ean,Venta media Eroski,ER Tipo de promoción,PVP oferta eroski HORECA,PVP oferta eroski HORECA PRECIO/KG,ER Oferta HORECA,Distance,Ref competidor,Den competidor,Marca competidor,Cod ean del competidor,Formato,Gramaje,Unidad de medida,Gramaje unitario en miles,Unidades,Gramaje total,Origen,Variedad,Calibre,PVP tarifa competidor,PVP oferta 1 competidor,PVP oferta 2 competidor,Precio/kg o precio/unidad,Precio/kg o precio/unidad oferta 1,Precio/kg o precio/unidad oferta 2,Tipo de promo 1 en %,Tipo de promo,dif bruto del mejor precio (nuestro vs competencia) incl HORECA,dif bruto del mejor precio (nuestro vs competencia) sin dto HORECA,dIf porcentual mejor precio sin Horeka,dif porcentual del mejor precio (nuestro vs competencia) incl HORECA,dif porcentual de tarifa (nuestra tarifa vs tarifa competencia),dif porcentual del mes anterior (dato del mes anterior),dif media del registro historico de meses anteriores
"Cecina PALCARSA, sobre 80 g",26793976,1-FRESCOS,4-CHARCUTERIA,"6-CURADOS, EMBUT. E IBERICOS",,,"Cecina PALCARSA, sobre 80 g",PALCARSA,26793976,SOBRE,"0,08",80,1,KG,,,,"3,39",,"42,38",,,#N/A,,,,," 'distance': 2,7917838096618652",21576,Palcarsa cecina loncheada 100 g contiene 2 unidades (Total 200 g),PALCARSA,,SOBRE,"0,2",KG,200,1,200,,,,"8,86","7,97",,"44,30","39,87",,10%,COMPRA MAS PAGA MENOS,"2,51","2,51",6%,6%,-5%,MATCH NUEVO JUNIO,MATCH NUEVO JUNIO
"Salsa romesco FERRER, frasco 130 g",406108,2-ALIMENTACION,9-COCINA,#ERROR!,9-SALSAS ESPECIALES,41-SALSAS REGIONALES,"Salsa romesco FERRER, frasco 130 g",FERRER,406108,FRASCO,"0,13",130,1,KG,,,,"1,95",,"15,00",,,,,"1,66","12,75",15%," 'distance': 0,877259016036987",221698,FERRER salsa romesco frasco de 640 gramos,FERRER,,FRASCO,"0,64",KG,640,1,640,,,,"7,65",,,"11,95",,,,,"0,80","3,05",20%,6%,20%,MATCH NUEVO JUNIO,MATCH NUEVO JUNIO
"Foie gras de pato con trufa MARTIKO, tarrina 80 g",23718042,1-FRESCOS,4-CHARCUTERIA,#ERROR!,2-PATES DE PATO/OCA PORCION,15-PATES PATO/OCA PORCI CELEB ENT,"Foie gras de pato con trufa MARTIKO, tarrina 80 g",MARTIKO,23718042,TARRINA,"0,08",80,1,KG,,,,"12,95",,"161,88",,,,,,,," 'distance': 2,6691734790802",168723,Martiko foie gras pato con trufa 80g,MARTIKO,,PACK,"0,08",KG,80,1,80,,,,"11,98",,,"149,75",,,,,"12,13","12,13",7%,7%,7%,MATCH NUEVO JUNIO,MATCH NUEVO JUNIO
"Pechuga de pavo CAMPOFRÍO, pieza 340 g",225227,1-FRESCOS,4-CHARCUTERIA,#ERROR!,25-COCIDOS MINI,10-MINI AVE,"Pechuga de pavo CAMPOFRÍO, pieza 340 g",CAMPOFRÍO,225227,PIEZA,"0,34",340,1,KG,,,,"4,59",,"13,50",,,,,,,," 'distance': 1,8629074096679688",220722,Campofrío Pavofrío pechuga pavo cocido,CAMPOFRIO,,PIEZA,"5,35",KG,5350,1,5350,,,,"64,6815",,,"12,09",,,,,"1,41","1,41",10%,10%,10%,MATCH NUEVO JUNIO,MATCH NUEVO JUNIO
"Nata para montar 35,1% m.g. SERVIHOSTEL, botella 1,5 litros",15319411,2-ALIMENTACION,5-LACTEOS,12-NATAS-CREMAS,2-NATA MONTAR,10-NATA MONTAR MAS DE 200 ML,"Nata para montar 35,1% m.g. SERVIHOSTEL, botella 1,5 litros",SERVIHOSTEL,15319411,BOTELLA,"1,5",1500,1,KG,,,,"6,11",,"4,07",,,,,,,," 'distance': 0,941644608974457",78336,"METRO Chef nata para montar 35% materia grasa botella 1,5 L",METRO CHEF,,BOTELLA,"1,5",L,1500,1,1500,,,,"6,00","5,40",,"4,00","3,60",,10%,COMPRA MAS PAGA MENOS,"0,47","0,47",12%,12%,2%,MATCH NUEVO JUNIO,MATCH NUEVO JUNIO
"Spaghetti EROSKI basic, paquete 500 g",367391,2-ALIMENTACION,9-COCINA,13-PASTAS,3-PASTA CLÁSICA,2-PASTA LARGA ESPAGUETI,"Spaghetti EROSKI basic, paquete 500 g",EROSKI,367391,PAQUETE,"0,5",500,1,KG,,,,"0,80",,"1,60",,,24,,"0,68","1,36",15%," 'distance': 0,067016914486885",212777,aro spaghetti paquete 5kg,ARO,,PAQUETE,"5,00",KG,5000,1,5000,,,,"5,89",,,"1,18",,,,,"0,18","0,42",26%,13%,26%,MATCH NUEVO JUNIO,MATCH NUEVO JUNIO
"Burrata de búfala EROSKI, tarrina 125 g",26502153,2-ALIMENTACION,5-LACTEOS,10-QUESOS,1-QUESO FRESCOS,5-QUESO FRESCO MOZZARELLA,"Burrata de búfala EROSKI, tarrina 125 g",EROSKI,26502153,TARRINA,"0,125",125,1,KG,,,,"2,49",,"19,92",,,6,,"1,87","14,94",25%," 'distance': 0,5410056114196777",199790,METRO Chef queso burrata 250 g,METRO CHEF,,BANDEJA,"0,25",KG,250,1,250,,,,"3,59","3,23",,"14,36","12,92",,10%,COMPRA MAS PAGA MENOS,"2,02","7,00",35%,13%,28%,MATCH NUEVO JUNIO,MATCH NUEVO JUNIO
"Kéfir PASTORET, tarrina 500 g",26749119,2-ALIMENTACION,5-LACTEOS,4-YOGURES Y POSTRES,,,"Kéfir PASTORET, tarrina 500 g",PASTORET,26749119,TARRINA,"0,5",500,1,KG,,,,"2,75",,"5,50",,,#N/A,,,,," 'distance': 0,918062508106232",149538,Pastoret yogur Kéfir tarro 500 g,PASTORET,,TARRO,"0,50",KG,500,1,500,,,,"2,34",,,"4,68",,,,,"0,82","0,82",15%,15%,15%,MATCH NUEVO JUNIO,MATCH NUEVO JUNIO
"Crema de cacahuete suave CAPITAN MANI, frasco 340 g",4212585,2-ALIMENTACION,8-SALADO,39-COMIDAS DEL MUNDO,5-COMIDA AMERICA,30-LATINA Y CRIOLLA,"Crema de cacahuete suave CAPITAN MANI, frasco 340 g",CAPITAN MANI,4212585,FRASCO,"0,34",340,1,KG,,,,"4,85",,"14,26",,,12,,"3,88","11,41",20%," 'distance': 0,537148714065552",101593,Capitán Mani Crema de cacahuete bote 510g,CAPITAN MANI,,BOTE,"0,51",KG,510,1,510,,,,"4,94",,,"9,69",,,,,"1,73","4,57",32%,15%,32%,MATCH NUEVO JUNIO,MATCH NUEVO JUNIO
"Caballa del sur en aceite de girasol EROSKI, lata 85 g",26015693,2-ALIMENTACION,8-SALADO,23-CONSERVAS DE PESCADO,25-CABALLA,3-CABALLA SUR,"Caballa del sur en aceite de girasol EROSKI, lata 85 g",EROSKI,26015693,LATA,"0,085",85,1,KG,,,,"0,95",,"11,18",,,14,,"0,86","10,06",10%," 'distance': 3,7299301624298096",215036,METRO Chef filetes de caballa en aceite de girasol lata 620 gne (950 g),METRO CHEF,,LATA,"0,95",KG,950,1,950,,,,"9,53","8,10",,"10,03","8,53",,15%,COMPRA MAS PAGA MENOS,"1,53","2,65",24%,15%,10%,MATCH NUEVO JUNIO,MATCH NUEVO JUNIO
"Pipas de girasol peladas fritas EROSKI, bolsa 125 g",17235862,2-ALIMENTACION,8-SALADO,3-FRUTOS SECOS,19-SNACKS,30-PIPAS RESTO,"Pipas de girasol peladas fritas EROSKI, bolsa 125 g",EROSKI,17235862,BOLSA,"0,125",125,1,KG,,,,"0,69",,"5,52",,,15,,"0,66","5,24",5%," 'distance': 2,255983352661133",159010,METRO Chef pipas de girasol peladas fritas 500 g,METRO CHEF,,BOLSA,"0,50",KG,500,1,500,,,,"2,19",,,"4,38",,,,,"0,86","1,14",21%,16%,21%,MATCH NUEVO JUNIO,MATCH NUEVO JUNIO
"Bacón OSCAR MAYER, bandeja 150 g",216309,1-FRESCOS,4-CHARCUTERIA,#ERROR!,15-COCIDOS COCINA,5-BACON LONCHAS,"Bacón OSCAR MAYER, bandeja 150 g",OSCAR MAYER,216309,BANDEJA,"0,15",150,1,KG,,,,"2,29",,"15,27",,,,,,,," 'distance': 0,165940873612856",168933,Oscar Mayer bacon loncheado 500 g caja contiene 2 unidades (total 1 kg),OSCAR MAYER,,CAJA/CAJON,"0,5",KG,500,2,1000,,,,"14,07","12,66",,"14,07","12,66",,10%,COMPRA MAS PAGA MENOS,"2,61","2,61",17%,17%,8%,MATCH NUEVO JUNIO,MATCH NUEVO JUNIO
"Tortillas de trigo EROSKI, paquete 320 g",24552002,2-ALIMENTACION,8-SALADO,#ERROR!,5-COMIDA AMERICA,20-MEXICANA MASAS,"Tortillas de trigo EROSKI, paquete 320 g",EROSKI,24552002,PAQUETE,"0,32",320,1,KG,,,,"1,00",,"3,13",,,,,,,," 'distance': 2,1415042877197266",80877,METRO Chef tortilla wraps 30cm contiene 18 unidades (1620 g aprox.),METRO CHEF,,PACK,"1,62",KG,1620,1,1620,,,,"4,88","4,20",,"3,01","2,59",,14%,COMPRA MAS PAGA MENOS,"0,54","0,54",17%,17%,4%,MATCH NUEVO JUNIO,MATCH NUEVO JUNIO
"Farfalle con vegetales EROSKI, paquete 500 g",9558529,2-ALIMENTACION,9-COCINA,13-PASTAS,1-PASTA ENSALADAS,98-RESTO PASTA ENSALADAS,"Farfalle con vegetales EROSKI, paquete 500 g",EROSKI,9558529,PAQUETE,"0,5",500,1,KG,,,,"1,10",,"2,20",,,10,,"0,94","1,87",15%," 'distance': 1,9571504592895508",212782,aro farfalle tricolor paquete 5kg,ARO,,PAQUETE,"5,00",KG,5000,1,5000,,,,"7,58",,,"1,52",,,,,"0,35","0,68",31%,19%,31%,MATCH NUEVO JUNIO,MATCH NUEVO JUNIO
"Shiitake laminada EROSKI, bandeja 180 g",20133831,1-FRESCOS,1-FRUTA Y HORTALIZA,2-HORTALIZA,60-HONGOS,10-SETAS,"Shiitake laminada EROSKI, bandeja 180 g",EROSKI,20133831,BANDEJA,"0,18",180,1,KG,,,,"3,25",,"18,06",,,4,,"2,76","15,35",15%," 'distance': 1,0035209655761700",213541,Seta shitake laminada bolsa 1 kg,MAKRO,,BOLSA,1,KG,1000,1,1000,,,,"12,37",,,"12,37",,,,,"2,98","5,69",32%,19%,32%,MATCH NUEVO JUNIO,MATCH NUEVO JUNIO
"Atún claro en aceite de oliva CALVO, pack 6x65 g",24082927,2-ALIMENTACION,8-SALADO,#ERROR!,1-ATUN CLARO,25-ATUN CLARO EN ACEITE OLIVA,"Atún claro en aceite de oliva CALVO, pack 6x65 g",CALVO,24082927,PACK,"0,39",390,6,KG,,,,"7,99",,"20,46",,,,,,,," 'distance': 0,651827454566956",221334,Calvo atún aceite de oliva 750 g,CALVO,,PACK,"0,75",KG,750,1,750,,,,"12,34",,,"16,45",,,,,"4,01","4,01",20%,20%,20%,MATCH NUEVO JUNIO,MATCH NUEVO JUNIO
"Macarron pluma nº6 GALLO, paquete 900 g",24117806,2-ALIMENTACION,9-COCINA,13-PASTAS,3-PASTA CLÁSICA,6-PASTA CORTA MACARRON,"Macarron pluma nº6 GALLO, paquete 900 g",GALLO,24117806,PAQUETE,"0,9",900,1,KG,,,,"2,67",,"2,97",,,,,,,," 'distance': 1,2423131465911865",197960,GALLO macarrón pluma nº 6 450 g,GALLO,,PAQUETE,"0,45",KG,450,1,450,,,,"1,05",,,"2,33",,,,,"0,64","0,64",21%,21%,21%,MATCH NUEVO JUNIO,MATCH NUEVO JUNIO
"Croqueta de jamón SERVIHOSTEL, bolsa 1 kg",21216692,2-ALIMENTACION,3-CONGELADOS,5-PLATOS PREPARADOS CONGELADOS,3-FRITOS,8-CROQUETAS¿JAMON,"Croqueta de jamón SERVIHOSTEL, bolsa 1 kg",SERVIHOSTEL,21216692,BOLSA,1,1000,1,KG,,,,"2,48",,"2,48",,,,,,,," 'distance': 0,9044670462608337",841061,METRO Chef Croquetas de jamón 2Kg,METRO CHEF,,BOLSA/BOLSON,2,KG,2000,1,2000,,,,"4,50","3,87",,"2,25","1,94",,14%,COMPRA MAS PAGA MENOS,"0,55","0,55",22%,22%,9%,MATCH NUEVO JUNIO,MATCH NUEVO JUNIO
"Patatas fritas lisas EROSKI BASIC, bolsa 170 g",49692,2-ALIMENTACION,8-SALADO,5-PATATAS FRITAS Y SNACKS,15-PATATAS FRITAS,15-PATATA SAL LISA,"Patatas fritas lisas EROSKI BASIC, bolsa 170 g",EROSKI BASIC,49692,BOLSA,"0,17",170,1,KG,,,,"1,25",,"7,35",,,17,,,,," 'distance': 1,8414149284362793",208566,METRO Chef patatas fritas 400gr,METRO CHEF,,PAQUETE,"0,40",KG,400,1,400,,,,"2,52","2,27",,"6,30","5,67",,10%,COMPRA MAS PAGA MENOS,"1,68","1,68",23%,23%,14%,MATCH NUEVO JUNIO,MATCH NUEVO JUNIO
"Atún en aceite de girasol SERVIHOSTEL, bolsa 1 kg",13207899,2-ALIMENTACION,8-SALADO,#ERROR!,3-ATUN,15-ATUN EN ACEITE GIRASOL,"Atún en aceite de girasol SERVIHOSTEL, bolsa 1 kg",SERVIHOSTEL,13207899,BOLSA,1,1000,1,KG,,,,"8,20",,"8,20",,,,,,,," 'distance': 1,8414149284362793",208401,aro atún en aceite vegetal bolsa 950gne (1000 g),ARO,,BOLSA/BOLSON,1,KG,1000,1,1000,,,,"6,22",,,"6,22",,,,,"1,98","1,98",24%,24%,24%,MATCH NUEVO JUNIO,MATCH NUEVO JUNIO
"Patatas fritas onduladas EROSKI BASIC, bolsa 170 g",49700,2-ALIMENTACION,8-SALADO,5-PATATAS FRITAS Y SNACKS,15-PATATAS FRITAS,20-PATATA SAL ONDULADA,"Patatas fritas onduladas EROSKI BASIC, bolsa 170 g",EROSKI BASIC,49700,BOLSA,"0,17",170,1,KG,,,,"1,25",,"7,35",,,18,,,,," 'distance': 0,5575016736984253",211634,METRO Chef Patatas fritas onduladas 500g,METRO CHEF,,PAQUETE,"0,50",KG,500,1,500,,,,"3,25","2,76",,"6,50","5,53",,15%,COMPRA MAS PAGA MENOS,"1,83","1,83",25%,25%,12%,MATCH NUEVO JUNIO,MATCH NUEVO JUNIO
"Nata montar 38% mg ASTURIANA, brik 500 ml",19620319,2-ALIMENTACION,5-LACTEOS,12-NATAS-CREMAS,2-NATA MONTAR,10-NATA MONTAR MAS DE 200 ML,"Nata montar 38% mg ASTURIANA, brik 500 ml",ASTURIANA,19620319,BRIK,"0,5",500,1,L,,,,"2,85",,"5,70",,,,,,,," 'distance': 3,191977024078369",163945,Asturiana Nata montar 38% materia grasa 1L,ASTURIANA,,PAQUETE,1,L,1000,1,1000,,,,"4,24",,,"4,24",,,,,"1,46","1,46",26%,26%,26%,MATCH NUEVO JUNIO,MATCH NUEVO JUNIO
"Melva en aceite de girasol EROSKI, lata 115 g",26015651,2-ALIMENTACION,8-SALADO,#ERROR!,27-OTRAS CONSERVAS DE PESCADO,1-MELVA,"Melva en aceite de girasol EROSKI, lata 115 g",EROSKI,26015651,LATA,"0,115",115,1,KG,,,,"1,93",,"16,78",,,,,,,," 'distance': 0,7518849968910217",215035,METRO Chef filetes de melva en aceite de girasol lata 620 gne (950 g),METRO CHEF,,LATA,"0,95",KG,950,1,950,,,,"13,7","11,78",,"14,42","12,40",,14%,COMPRA MAS PAGA MENOS,"4,38","4,38",26%,26%,14%,MATCH NUEVO JUNIO,MATCH NUEVO JUNIO
"Tiras de potón, al peso, compra mínima 500 g",511790,1-FRESCOS,7-PESCADERIA,14-MOSTRADOR PESCADERIA,40-CEFALOPODO,30-OTROS CEFALOPODOS,"Tiras de potón, al peso, compra mínima 500 g",EROSKI,511790,GRANEL,"0,5",500,1,KG,,,,"4,95",,"9,90",,,2,,"4,46","8,91",10%," 'distance': 3,038316011428833",201378,Tira de potón elaborado FAO87. Venta por cajas de 4kg aprox.,MAKRO,,GRANEL,"4,00",KG,4000,1,4000,,,,"26,2",,,"6,55",,,,,"2,36","3,35",34%,26%,34%,MATCH NUEVO JUNIO,MATCH NUEVO JUNIO
"Jamón de pato curado EROSKI SELEQTIA, sobre 50 g",10376671,1-FRESCOS,4-CHARCUTERIA,11-PATES PORCION,3-OTROS PATES PORCION,5-JAMON DE PATO,"Jamón de pato curado EROSKI SELEQTIA, sobre 50 g",EROSKI SELEQTIA,10376671,SOBRE,"0,05",50,1,KG,,,,"3,99",,"79,80",,,10,,"3,59","71,82",10%," 'distance': 3,7033205032348633",206510,makro Premium jamón de pato estuche 200g,MAKRO PREMIUM,,ESTUCHE,"0,2",KG,200,1,200,,,,"10,44",,,"52,20",,,,,"19,62","27,60",35%,27%,35%,MATCH NUEVO JUNIO,MATCH NUEVO JUNIO
"Pipa calabaza tostada con sal EROSKI, bolsa 150 g",26260877,2-ALIMENTACION,8-SALADO,3-FRUTOS SECOS,19-SNACKS,30-PIPAS RESTO,"Pipa calabaza tostada con sal EROSKI, bolsa 150 g",EROSKI,26260877,BOLSA,"0,15",150,1,KG,,,,"2,20",,"14,67",,,11,,"2,09","13,93",5%," 'distance': 0,790429711341858",216934,METRO Chef pipa calabaza tostada 500 gramos,METRO CHEF,,BOLSA,"0,50",KG,500,1,500,,,,"5,05",,,"10,10",,,,,"3,83","4,57",31%,28%,31%,MATCH NUEVO JUNIO,MATCH NUEVO JUNIO
"Anillas de potón, al peso, compra mínima 500 g",24914863,1-FRESCOS,7-PESCADERIA,14-MOSTRADOR PESCADERIA,40-CEFALOPODO,30-OTROS CEFALOPODOS,"Anillas de potón, al peso, compra mínima 500 g",EROSKI,24914863,GRANEL,"0,5",500,1,KG,,,,"9,00",,"18,00",,,2,,"8,10","16,20",10%," 'distance': 0,9906886219978333",127293,Anilla de Potón FAO 87 Pacífico Sudeste,MAKRO,,GRANEL,"1,00",KG,1000,1,1000,,,,"11,50",,,"11,5",,,,,"4,70","6,50",36%,29%,36%,MATCH NUEVO JUNIO,MATCH NUEVO JUNIO
"Queso Roquefort SOCIETÉ, tarrina 100 g",8976227,1-FRESCOS,4-CHARCUTERIA,#ERROR!,22-QUESO AZULES Y VETEADOS PORCIÓN,1-QUESO AZULES Y VETEADOS PORCIÓN,"Queso Roquefort SOCIETÉ, tarrina 100 g",SOCIETE,8976227,TARRINA,"0,1",100,1,KG,,,,"5,19",,"51,90",,,,,,,," 'distance': 0,9722946882247925",196081,SOCIÉTÉ queso roquefort cuña 100 g,SOCIETE,,CUÑA,"0,1",KG,100,1,100,,,,"3,38",,,"33,80",,,,,"18,10","18,10",35%,35%,35%,MATCH NUEVO JUNIO,MATCH NUEVO JUNIO
"Pierna entera de cordero EROSKI, pieza al peso aprox. 1.6 kg",5018171,1-FRESCOS,2-CARNICERIA,63-CORDERO ENVASADO,1-CORDERO RECENTAL ENVASADO,4-CORD RECENT REST DESP ENVASADO,"Pierna entera de cordero EROSKI, pieza al peso aprox. 1.6 kg",EROSKI,5018171,GRANEL,"1,6",1600,1,KG,,,,"39,84",,"24,90",,,1,,,,," 'distance': 2,84028697013855",143172,Pierna de cordero precio kg,MAKRO,,GRANEL,"1,5",KG,1500,1,1500,,,,"22,53",,,"15,02",,,,,"9,88","9,88",40%,40%,40%,MATCH NUEVO JUNIO,MATCH NUEVO JUNIO
"Laurel en hojas EROSKI, bolsa 8 g",2750503,2-ALIMENTACION,9-COCINA,35-ESPECIAS,10-HIERBAS,33-LAUREL,"Laurel en hojas EROSKI, bolsa 8 g",EROSKI,2750503,BOLSA,"0,008",8,1,KG,,,,"0,57",,"71,25",,,20,,,,," 'distance': 0,8908718824386597",668408,METRO Chef Laurel categoría I bandeja 125g,METRO CHEF,,BANDEJA,"0,13",KG,125,1,125,,,,"3,07",,,"24,56",,,,,"46,69","46,69",66%,66%,66%,MATCH NUEVO JUNIO,MATCH NUEVO JUNIO
"Levadura de panadería EROSKI, caja 44 g",24615270,2-ALIMENTACION,9-COCINA,21-REPOSTERIA,20-LEVADURAS,10-LEVADURA PANADERA,"Levadura de panadería EROSKI, caja 44 g",EROSKI,24615270,CAJA,"0,044",44,1,KG,,,,"0,94",,"21,36",,,12,,,,," 'distance': 0,95184314250946",217845,METRO Chef levadura polvo 900 g,METRO CHEF,,CAJA/CAJON,"0,9",KG,900,1,900,,,,"5,45",,,"6,06",,,,,"15,31","15,31",72%,72%,72%,MATCH NUEVO JUNIO,MATCH NUEVO JUNIO
"Dulce de membrillo EROSKI basic, tarrina 400 g",315473,2-ALIMENTACION,5-LACTEOS,10-QUESOS,9-MEMBRILLOS Y DULCES,1-MEMBRILLOS BASICOS Y DULCES,"Dulce de membrillo EROSKI basic, tarrina 400 g",EROSKI BASIC,315473,TARRINA,"0,4",400,1,KG,,,,"1,42",,"3,55",,,20,,"1,07","2,66",25%," 'distance': 0,987042427062988",214076,"METRO Chef dulce de membrillo tarrina 3,75kg",METRO CHEF,,UNIDAD,"3,75",KG,3750,1,3750,,,,"18,69",,,"4,98",,,,,"-2,32","-1,43",-40%,-87%,-40%,-40%,-40%
Traseros de pollo EROSKI bandeja al peso aprox. 1.2 kg,9805706,1-FRESCOS,2-CARNICERIA,69-POLLO ENVASADO AVES,5-POLLO STD ENVASADO AVES,25-POLLO STD ASAR¿TRASEROS¿POLLO,Traseros de pollo EROSKI bandeja al peso aprox. 1.2 kg,EROSKI,9805706,BANDEJA,"1,2",1200,1,KG,,,,"3,47",,"2,89",,,1,,"3,30","2,75",5%," 'distance': 0,667667269706726",181582,Trasero de pollo bandeja precio kg,MAKRO,,KILO,"2,2",KG,2200,1,2200,,,,"10,78",,,"4,9",,,,,"-2,15","-2,01",-69%,-78%,-69%,-69%,-69%
Pechugas enteras de pollo 2 ud EROSKI bandeja 580 g,16979171,1-FRESCOS,2-CARNICERIA,69-POLLO ENVASADO AVES,5-POLLO STD ENVASADO AVES,10-POLLO STD PECHUGA¿ENTERA¿POLLO,Pechugas enteras de pollo 2 ud EROSKI bandeja 580 g,EROSKI,16979171,BANDEJA,"0,58",580,1,KG,,,,"3,78",,"6,52",,,1,,"3,59","6,19",5%," 'distance': 0,796616077423095",181580,Pechuga de pollo bandeja precio kg,MAKRO,,KILO,"2,2",KG,2200,1,2200,,,,"24,09",,,"10,95",,,,,"-4,76","-4,43",-68%,-77%,-68%,-68%,-68%
"Café en grano mezcla EROSKI BASIC, paquete 500 g",8484289,2-ALIMENTACION,10-DULCE,8-CAFE,1-CAFE GRANO,3-CAFE¿GRANO¿MEZCLA,"Café en grano mezcla EROSKI BASIC, paquete 500 g",EROSKI BASIC,8484289,PAQUETE,"0,5",500,1,KG,,,,"5,25",,"10,50",,,8,,"4,73","9,45",10%," 'distance': 1,01147317886352",69660,RIOBA café en grano mezcla 80% natural 20% torrefacto 1Kg,RIOBA,,BOLSA/BOLSON,1,KG,1000,1,1000,,,,"19,57","16,63",,"19,57","16,63",,15%,COMPRA MAS PAGA MENOS,"-7,18","-6,13",-58%,-76%,-86%,-86%,-86%
"Patata XXL, bolsa 6 kg",26341255,1-FRESCOS,1-FRUTA Y HORTALIZA,20-COMPLEMENTOS BASICOS,15-PATATAS,5-PATATAS TODO USO,"Patata XXL, bolsa 6 kg",EROSKI,26341255,BOLSA,6,6000,1,KG,,,,"7,09",,"1,18",,,3,,"6,38","1,06",10%," 'distance': 0,299244284629821",213462,"Patata amandine C40/65 en bolsa 1,5 Kg",MAKRO,,BOLSA/BOLSON,"1,5",KG,1500,1,1500,,,,"2,80",,,"1,87",,,,,"-0,80","-0,69",-58%,-76%,-58%,-58%,-58%
"Lomo de salmón EROSKI NATUR GGN, bandeja 300 g",18362681,1-FRESCOS,7-PESCADERIA,13-PESCADO FRESCO ENVASADO,15-PESCADO CRIANZA PFE,"5-SALMON FILETE,LOMO,RODAJA PFE","Lomo de salmón EROSKI NATUR GGN, bandeja 300 g",E. NATUR,18362681,BANDEJA,"0,3",300,1,KG,,,,"8,49",,"28,30",,,1,,"6,37","21,23",25%," 'distance': 0,740503907203674",177765,Salmón lomo bajo pieza 60 0g,MAKRO,,KILO,"0,6",KG,600,1,600,,,,"21,42",,,"35,70",,,,,"-14,48","-7,40",-26%,-68%,-26%,-7%,-7%
Mayonesa EROSKI frasco 450 ml,26144121,2-ALIMENTACION,9-COCINA,3-SALSAS,"3-MAYONESAS, S.FINAS Y S.LIGERAS",3-MAYO.S.FINAS FCO MAS 300 ML,Mayonesa EROSKI frasco 450 ml,EROSKI,26144121,FRASCO,"0,45",450,1,L,,,,"1,08",,"2,40",,,12,,"0,92","2,04",15%," 'distance': 1,02834248542785",88337,METRO Chef mayonesa con dosificador 4600 ml,METRO CHEF,,DOSIFICADOR,"4,6",L,4600,1,4600,,,,"16,78","15,27",,"3,65","3,32",,9%,COMPRA MAS PAGA MENOS,"-1,28","-0,92",-38%,-63%,-52%,-52%,-52%
"Avellana repelada tostada sin sal, bolsa 600 g",26374199,1-FRESCOS,1-FRUTA Y HORTALIZA,25-GRANELES,10-FRUTOS SECOS GRANEL,25-OTROS FRUTOS SECOS,"Avellana repelada tostada sin sal, bolsa 600 g",EROSKI,26374199,BOLSA,"0,6",600,1,KG,,,,"9,99","8,49","16,65","14,15",,10,2nd unit-30%,,,," 'distance': 0,617043375968933",78626,"makro Chef Avellana tostada , bolsa de 500 g",MAKRO CHEF,,BOLSA/BOLSON,"0,5",KG,500,1,500,,,,"10,73",,,"21,46",,,,,"-7,31","-7,31",-52%,-52%,-29%,-29%,-29%
Pechuga de pavo EROSKI pack 2x200 g,24928152,1-FRESCOS,4-CHARCUTERIA,20-COCIDOS PORCION,10-COCIDOS AVE,5-PECHUGA DE PAVO,Pechuga de pavo EROSKI pack 2x200 g,EROSKI,24928152,PACK,"0,4",400,1,KG,,,,"4,19",,"10,48",,,8,,"3,98","9,95",5%," 'distance': 0,474068492650985",210393,METRO Chef pechuga de pavo lonchas 3x150 gr,METRO CHEF,,SOBRE,"0,45",KG,450,1,450,,,,"6,77",,,"15,04",,,,,"-5,09","-4,57",-44%,-51%,-44%,-44%,-44%
"Salsa de patatas deluxe HELLMANN'S, bocabajo 250 g",16886632,2-ALIMENTACION,9-COCINA,3-SALSAS,9-SALSAS ESPECIALES,10-SALSAS SNACKING,"Salsa de patatas deluxe HELLMANN'S, bocabajo 250 g",HELLMANN'S,16886632,BOCABAJO,"0,25",250,1,KG,,,,"2,39","1,59","9,56","6,37",,8,3x2,"1,35","5,41",15%," 'distance': 0,264640271663665",176668,HELLMANN'S salsa patatas de luxe bote 850ml,HELLMANN'S,,BOTE,"0,85",L,850,1,850,,,,"6,81",,,"8,01",,,,,"-2,60","-1,64",-26%,-48%,16%,16%,16%
"Lomo embuchado EROSKI pack 4x31,25 g",25258989,1-FRESCOS,4-CHARCUTERIA,"6-CURADOS, EMBUT. E IBERICOS",3-CURADOS PORCION,7-LOMO CURADO PORCION,"Lomo embuchado EROSKI pack 4x31,25 g",EROSKI,25258989,PACK,"0,125",125,1,KG,,,,"2,11",,"16,88",,,14,,"1,90","15,19",10%," 'distance': 1,20830631256103",184973,aro lomo embuchado 300g,ARO,,SIN ENVASE,"0,3",KG,300,1,300,,,,"6,55",,,"21,83",,,,,"-6,64","-4,95",-29%,-44%,-29%,-21%,-21%
